Trial Alias,Material Number,Material Description,Material type,MRP Controller,MRP Group,MRP Type,Mixed MRP indicator,Material Group,Purchasing Group,Procurement Type,Profit Center,Processing time,Purchase Request Unit,Production Scheduling Profile,Product hierarchy,Material Authorization Group for Activities in QM,Maintenance status,Maintenance status of complete material,Minimum Target Range of Coverage,Issue Storage Location,Net contents,Net weight,Interval Until Next Recurring Inspection,Minimum Lot Size,Minimum Remaining Shelf Life,Minimum Safety Stock,Minimum Shelf Life Required: Location-Dependent,Maximum Stock Level,Maximum Storage Period,Maximum Shelf Life Required: Location-Dependent,Maximum Lot Size,Maximum Allowed Capacity of Packaging Material,Method for Selecting Alternative Bills of Material,Maximum Target Range of Coverage,Maturation Time,Mean inspection duration_deactivated,Load Capacity,Loading Group,Location-Dependent Shelf Life,Lot Sizing Procedure within Materials Planning,Volume,Width,Weight Unit,Version Indicator,Variance Key,Valuated Goods Receipt Blocked Stock.1,Validity date of vendor declaration,Universal Product,Transportation Group,Total shelf life,Total replenishment lead time in workdays,Tied Empties Stock,Throughput Time,Third-Party Order Processing,Temperature conditions indicator,Target Stock,Target Days' Supply in Workdays,Takt time,Synchronization Time Stamp,Synchronization Active,Surcharge factor for cost in percent,Storage percentage,Storage conditions,Storage Condition Flag,Stock Transfer Net Change Costing,Stock in Transit,Stock in transfer_plant to plant,Special procurement type,Shipping setup time,Shipping processing time,Service level,Serialization Valid From,Serialization Type,Sample for quality inspection_in%__deactivated,Safety time_in workdays,Safety stock,Rounding value for purchase order quantity,Retain Fixed Pegging for Product on Document Change,Resource Network,QM in Procurement Is Active,Quantity: Number of GR/GI slips to be printed,Requirement Strategy,Reorder Days' Supply_in Workdays,Reorder Point,Repair Safety Stock,Replenishment Lead Time in Calendar Days,Count of Reportable Item Code - Numerical ID,Required Maximum Shelf Life,PPC Planning Calendar,PPC Heuristics,Plant-Specific Material Status,PP Planning Procedure,ABC Indicator,Additional Instructions,Sum of Alert threshold for early receipts,Sum of Allowed packaging volume,Sum of Allowed packaging weight,ANP Code,Sum of Base quantity,Base Unit of Measure,Batch management Indicator_Internal,Batch Management Requirement Indicator for Plant,Checking Group for Availability Check,Commodity Code,Consumption mode,Sum of Consumption of Storage Capacity per Unit of Material,Consumption period: forward,Control Key for Quality Management in Procurement,Country of Origin of Material_Non-Preferential Origin,Created On,Current period _posting period,Date from which the plant-specific material status is valid,Date of Last Change,Default storage location for external procurement,Determination of batch entry in the production/process order,Division,Documentation required indicator,Sum of Duration of Work,Effective-Out Date,Exemption certificate: Issue date of exemption certificate,Expiration Date,External Representation of Material Number,Sum of Fixed lot size,Flag Material for Deletion at Plant Level,General item category group,Sum of Goods Issue Processing Time in Days,Sum of Goods receipt processing time in days,Sum of Gross contents,Sum of Gross weight
CT-3230-HFO,MAT-54713,Free Solution,Ancillary Supply,MRP-134,G3 Pilot,PD,Yes,MG764,PG34,Consignment,PC7121,9,Picture,Pressure,74.71.41,Move,Pending,Closed,Fact,Response,Ask,44.2,Money,LOT-65547337,Answer,Where,Everyone,Study,Ground,Reflect,LOT-51723458,8.79,Direction,Paper,2025-08-28,15,12.11,Month,Table,LOT-41222298,3.62,583667013,30.46,Agency,Institution,Especially,V1576584,Address,Other,Idea,25,Until,2024-12-10,Likely,Seek,Whose,30,2024-09-20,2025-02-04,Herself,1612.75,59.44,Difficult,No,635.24,Population,EU02,Without,2026-05-22,2025-12-18,Country,963360748,House,East,8,Economy,83,Two,About,Book,426,Ever,12,Ahead,Onto,23,18,Food,Friend,Happen,Active,Establish,Health,Reduce,Reflect,40.09,36.82,Mh-6952,482,EA,Issue,AP03,Until,Oo-2863,Agreement,44.04,Let,Everyone,Pakistan,2025-07-06,Room,Closed,2025-06-21,Suffer,694E96DC-2A6,Magazine,Buy,23,2026-03-17,2024-06-08,2024-08-28,MAT-74459,LOT-54560092,LAT04,Those,22,1,West,12.95
CT-6551-IBW,MAT-75647,Member Solution,Ancillary Supply,MRP-124,G1 Clinical,VB,No,MG621,PG29,External,PC4237,6,Box,Deal,31.79.45,Start,Closed,Closed,Method,Walk,Bad,4.19,Floor,LOT-10801382,Positive,Time,Must,Country,Face,Maybe,LOT-12068529,32.57,Green,Action,2025-06-11,20,35.74,Collection,Away,LOT-71110407,35.23,158257958,2.37,Group,Side,Produce,V9585846,Technology,Be,Mind,14,Join,2024-11-04,However,Continue,Body,15,2024-04-14,2024-12-21,Computer,2340.93,99.36,Customer,Yes,2293.04,Summer,EU02,Assume,2025-06-28,2026-10-14,Site,157008687,Public,Performance,21,Culture,367,Woman,Find,Their,12,Lay,4,Different,Letter,15,325,Cell,Prove,Ok,Closed,Just,Direction,The,Final,48.26,49.75,Ag-8077,492,EA,Today,EU02,Off,EK-9845,Dog,27.15,Above,Eight,India,2025-03-11,Happen,Closed,2025-07-19,Military,E9DC4109-30B,Paper,Certainly,18,2024-01-27,2024-10-31,2025-11-21,MAT-33689,LOT-86533765,EU02,Line,20,15,Thing,4.46
CT-6551-IBW,MAT-79992,Anyone Tablet,Ancillary Supply,MRP-115,G3 Pilot,PD,No,MG200,PG31,External,PC5486,8,Hold,Level,87.58.35,Local,Pending,Completed,Member,Almost,Recently,37.68,Two,LOT-31271496,Catch,Citizen,Her,Study,Explain,Perform,LOT-35809899,10.73,Ago,Life,2024-01-06,2,46.87,Note,Professor,LOT-85311620,49.21,898519616,31.69,Music,Population,None,V7992493,Management,Stuff,Several,21,Always,2025-07-31,Soon,Federal,Discover,24,2024-01-31,2024-11-21,Fire,2961.75,45.94,Evidence,Yes,178.24,Every,LAT04,Voice,2026-05-08,2024-04-22,Country,782108167,Manage,Thought,19,Risk,57,Camera,Stay,Reason,291,Thus,28,Wall,During,12,229,Various,Heavy,Lead,Completed,She,Prove,Probably,Other,23.83,0.75,IF-5553,283,EA,Between,US01,Stand,PC-3824,Employee,30.77,Who,Dog,Greece,2025-05-04,Drug,Active,2025-06-04,Young,CD20E168-B67,Store,Simple,22,2024-09-05,2025-03-28,2026-08-04,MAT-15875,LOT-16679340,US01,By,30,14,Measure,3.52
CT-6551-IBW,MAT-52579,Cell Tablet,Comparator,MRP-109,G1 Clinical,PD,No,MG724,PG99,In-House,PC5129,3,Tax,Drop,46.74.98,Finally,Active,Closed,Never,Politics,Father,18.46,Somebody,LOT-28229614,None,Message,End,Country,Plant,Population,LOT-63418468,32.65,Car,Federal,2026-04-06,5,46.82,Fear,Election,LOT-99664516,2.88,431162187,26.5,Statement,Meeting,Page,V8159685,Performance,Effort,His,16,During,2025-02-15,Change,Lose,Production,26,2025-09-09,2026-04-03,Seat,4712.65,13.52,Season,Yes,3736.83,Whatever,AP03,Position,2026-09-28,2025-01-25,Country,908988207,Manage,Buy,4,Bar,199,Relate,Way,Research,385,Office,21,Western,Front,22,159,Difficult,Foot,Certain,Active,Board,That,Cover,Song,2.08,34.62,UE-9614,31,EA,Four,AP03,Young,Vg-1896,Others,9.39,Ago,Than,Malta,2023-06-05,Bad,Active,2025-09-06,All,3B0FDA9F-884,Both,Important,19,2026-09-29,2026-08-29,2024-07-15,MAT-92337,LOT-16979238,AP03,Right,17,6,Deep,40.49
CT-3472-PNG,MAT-22152,Culture Solution,Ancillary Supply,MRP-129,G2 Commercial,VB,Yes,MG299,PG30,Consignment,PC8079,3,Weight,Behind,52.49.99,North,Closed,Active,Away,Fear,Parent,36.87,Participant,LOT-49329322,Shake,Which,Few,Site,International,Us,LOT-44501033,19.87,Girl,State,2025-03-02,26,39.74,Get,Animal,LOT-17958339,26.89,907906094,44.16,If,Establish,Child,V8793916,Since,During,Without,27,Easy,2024-05-17,Data,Player,Professional,29,2024-12-28,2024-01-12,Check,3419.3,47.36,Over,Yes,3052.14,Population,AP03,Expert,2025-06-07,2024-08-03,Site,141231383,Serious,Lay,6,Hundred,464,Million,Art,Including,352,Discussion,20,Rich,Leave,24,129,Off,Health,Book,Completed,Professor,Like,You,Along,7.64,32.05,UQ-3460,57,EA,Pull,US01,Seek,QA-6351,We,37.49,Skill,Strong,India,2024-04-19,Safe,Pending,2025-09-18,Young,A7AEB7DC-2CF,Let,Land,13,2026-10-17,2024-11-22,2025-06-16,MAT-73628,LOT-74130481,LAT04,Present,19,1,New,7.45
CT-3472-PNG,MAT-45907,Speech Patch,Ancillary Supply,MRP-115,G1 Clinical,VB,Yes,MG296,PG86,External,PC8860,15,Ready,Minute,18.82.60,By,Completed,Pending,Make,Result,Week,20.07,Thus,LOT-99664516,Audience,Religious,Garden,Country,Factor,Inside,LOT-91403277,26.69,Article,True,2026-09-14,25,1.6,Participant,Election,LOT-72460791,18.17,309324186,44.49,Somebody,Drop,Whom,V8619348,Too,Foot,Plant,4,See,2026-01-10,Western,Ready,Former,22,2025-12-27,2025-05-24,Peace,4656.53,96.63,I,No,458.98,Eight,LAT04,Most,2024-01-12,2024-01-30,Site,818555530,Where,Official,10,Common,185,Agreement,Myself,Either,410,Guy,17,Keep,Hear,5,102,The,Court,Card,Closed,Indicate,Hundred,Ever,Whatever,36.68,13.78,wa-0274,379,EA,Culture,AP03,Civil,pK-6091,Evening,13.69,Stuff,Approach,Grenada,2025-03-12,Reduce,Closed,2025-06-24,This,7C05434F-BD5,Goal,Medical,30,2025-05-27,2025-12-31,2024-03-01,MAT-75647,LOT-30151730,LAT04,Tough,3,21,Direction,42.95
CT-3472-PNG,MAT-84153,Floor Patch,Comparator,MRP-118,G3 Pilot,PD,No,MG995,PG33,In-House,PC6182,12,Clearly,Modern,30.61.90,Instead,Active,Pending,Character,Church,Among,28.22,Top,LOT-23670572,Direction,Feel,Candidate,Site,Wish,Fine,LOT-89350866,40.09,Modern,Now,2025-08-27,14,19.35,Increase,Mrs,LOT-17670878,46.43,116556857,14.64,Head,Break,Even,V8856519,Newspaper,Understand,Color,18,Test,2026-01-12,Wear,Way,Why,5,2024-02-22,2024-12-24,Born,4185.29,67.02,Report,Yes,3144.36,Decade,US01,Book,2023-12-13,2025-01-12,Site,399973723,Bad,Win,3,Hard,25,Charge,Interview,Cause,43,Attack,28,Under,Yourself,9,433,Prepare,Sea,Compare,Closed,Citizen,Region,Organization,Difference,41.13,32.11,Pj-0433,476,EA,Two,US01,Poor,Lc-7750,Big,29.25,Recently,Threat,United States Minor Outlying Islands,2024-02-07,Include,Completed,2025-11-10,Image,AAD7229E-CD6,Leader,Week,10,2026-11-04,2024-07-05,2026-04-17,MAT-14039,LOT-26118494,EU02,Accept,22,27,Word,27.45
CT-9781-BYC,MAT-31615,Trouble Capsule,Comparator,MRP-122,G2 Commercial,PD,Yes,MG554,PG69,In-House,PC5059,6,Executive,Camera,54.88.39,Add,Completed,Completed,Police,Tough,Create,34.76,Leave,LOT-26474824,Program,Management,Cultural,Site,Two,Buy,LOT-16473868,34.05,Case,Figure,2024-10-27,25,11.78,Peace,How,LOT-66123852,25.6,935316305,8.17,Event,Quality,Attack,V8204705,Economy,Last,Forward,15,Memory,2026-05-27,Ask,Theory,Capital,4,2024-01-21,2025-01-06,Several,4437.74,41.9,Maybe,No,4532.55,Resource,US01,Rise,2025-05-20,2026-09-17,Site,822008898,Rock,Television,15,Themselves,312,Fact,Begin,Door,25,Determine,13,Health,Say,25,71,Author,Beautiful,Would,Pending,Pay,Certainly,Effect,It,31.49,1.08,Ai-1797,42,EA,I,LAT04,How,jd-9475,Soldier,19.64,Property,Together,Ukraine,2024-12-16,Record,Pending,2025-08-22,Show,9CBEBD35-414,Series,Far,1,2026-11-08,2026-06-23,2025-12-31,MAT-66374,LOT-80893385,LAT04,Media,2,22,A,29.41
CT-9781-BYC,MAT-98864,Positive Injection,Ancillary Supply,MRP-119,G2 Commercial,PD,Yes,MG998,PG67,Consignment,PC6561,11,Show,Vote,94.81.24,Perhaps,Active,Closed,Tend,Administration,Lose,17.71,Paper,LOT-84562329,Compare,Success,Board,Site,Mind,Seem,LOT-76547161,12.84,Play,Service,2023-12-02,19,35.55,Detail,Sense,LOT-98018080,9.45,217114877,30.27,Idea,Eight,Ever,V3030042,Center,Report,Specific,14,Happen,2023-11-15,Energy,Drug,Place,30,2026-03-21,2026-10-31,Job,3744.16,73.46,Sound,No,1759.48,Property,EU02,Wide,2024-03-11,2025-12-30,Country,908717014,Western,Chair,6,Church,245,Bar,Finally,Buy,178,Agent,18,Number,Alone,14,469,Baby,Owner,Court,Pending,Able,Article,Parent,Bed,5.01,15.21,qm-9629,196,EA,Agree,US01,Girl,aB-1585,Film,18.61,Stop,Plant,Pakistan,2025-03-13,Explain,Pending,2025-06-18,Growth,502EC192-A84,Through,Event,22,2026-07-18,2025-04-01,2025-01-14,MAT-34899,LOT-18410275,US01,Certainly,11,18,Already,29.1
CT-9781-BYC,MAT-59079,That Solution,Investigational Product,MRP-118,G1 Clinical,VV,Yes,MG382,PG59,External,PC2518,3,Sometimes,Know,53.16.28,Save,Active,Pending,Moment,Deep,Mean,38.27,Not,LOT-98018080,Surface,Three,Show,Site,Administration,Difference,LOT-91082003,15.85,Require,As,2026-03-11,21,17.76,Evening,Become,LOT-99508478,22.09,371272530,42.43,Run,Degree,Do,V8922878,Cell,Administration,Stop,6,Necessary,2024-05-17,Identify,Either,Defense,6,2025-10-29,2025-02-10,Go,237.31,37.53,Painting,Yes,1959.74,Wear,US01,National,2024-08-02,2023-11-20,Country,204353611,Space,Down,18,Read,62,Commercial,Shake,Feeling,32,Number,26,Our,Simply,17,208,Beyond,Carry,Design,Closed,Particular,Remember,Not,Lose,29.72,13.79,NY-7166,442,EA,Standard,EU02,Church,ln-7966,Win,41.5,Leg,Bar,Pakistan,2024-06-14,Threat,Completed,2025-08-22,Various,DC052809-D93,Serious,Here,27,2026-11-09,2026-02-06,2025-12-01,MAT-17085,LOT-97567509,US01,Fight,18,26,Wife,5.78
CT-9781-BYC,MAT-96156,Compare Tablet,Ancillary Supply,MRP-110,G3 Pilot,VV,Yes,MG254,PG48,External,PC3365,7,Future,Remain,94.33.39,Picture,Completed,Pending,Stand,Describe,Day,43.79,Woman,LOT-99304671,Current,Between,Certain,Site,Season,Camera,LOT-83383410,44.68,Already,Film,2025-07-07,19,48.24,Decide,Site,LOT-34198332,21.95,638130034,35.56,From,The,Guess,V5003407,Issue,Actually,Off,25,Car,2024-02-02,Finish,Spend,Republican,10,2026-03-05,2026-06-02,Start,3940.91,41.27,Argue,Yes,3958.86,Remain,US01,Get,2024-06-14,2026-05-05,Site,767445192,Put,Though,4,May,225,Whose,Policy,Suffer,467,Total,27,Baby,Computer,11,138,Forget,Meeting,Detail,Completed,Soon,Spend,Data,Of,25.17,6.09,Cs-8215,77,EA,Up,US01,North,OM-1763,Include,35.8,Ok,Black,Zambia,2024-04-20,Family,Active,2025-09-28,Continue,DC6732A6-B32,Last,Happy,27,2025-07-22,2025-02-01,2024-04-12,MAT-33689,LOT-73297905,EU02,Throughout,7,13,Learn,25.59
